em không có ý kiến gì thêm,bình thường
em không có ý kiến gì thêm,bình thường
Em không có ý kiến gì thêm ạ!,bình thường
Em ko cmr nhé😂❤️,bình thường
Em ko có ý kiến,bình thường
Em mong muốn tiếp tục có thể học online,tệ
em mong nhà trường cho học online ,tệ
Em mong vẫn tiếp tục học online do tình hình dịch,tệ
em muốn học off,tệ
em rất hài lòng với việc học online này,rất tốt
Em thấy giờ là ổn,bình thường
em thấy nhà trường đang làm rất tốt phần này,rất tốt
"em thấy việc học online cũng rất tốt, thầy cô rất nhiệt tình trong việc truyền tải kiến thức và giúp đỡ sinh viên ạ",rất tốt
Em vẫn hy vọng (ngoại trừ các môn thể chất) nhà trường tiếp tục cho các bạn sinh viên được học online do em thấy dịch bệnh dễ lây ạ,tệ
gf,không liên quan
giải thích bài giảng rõ hơn để sinh viên hiểu sâu hơn,rất tốt
giảm học phí cơ sở vật chất cho sinh viên,tệ
Giảm học phí do không sử dụng cơ sở vật chất của trường.,bình thường
giảng viên dạy quá tốt giúp sv dễ hiểu bài ,rất tốt
giảng viên không nhiệt tình hay cáu gắt với sinh viên khi sinh viên thắc mắc 1 vấn đề nào đó ,bình thường
Giao tiếp với nhau qua màn hình sẽ rất khó để có thể hiểu được tâm lý và tình trạng của sinh viên ,rất tệ
giáo viên giao lưu nhiều hơn với học sinh nữa ạ,tốt
giáo viên giao lưu nhiều hơn với học sinh nữa ạ,tốt
"Giáo viên luôn cáo gắt khi sinh viên thắc mắc , không công bằng , không giải quyết được vấn đề cho sinh viên, ",rất tệ
"giáo viên nhiệt tình, dễ hiểu, vui vẻ, ",rất tốt
"Giúp cải thiện kỹ năng thuyết trình , tiếp thu những kiến thức bổ ích về môn Quản trị học.",rất tốt
Good,tốt
Gv cần tương tác hình ảnh sống động hơn với SV,tốt
H,không liên quan
H,không liên quan
hạn chế bài học vì quá tải,không liên quan
hạn chế không được đến trường,không liên quan
Hic,không liên quan
hiểu bài hơn ,tốt
Hiểu lâu hơn hơn học trên lớp,tốt
Hiệu suất học trực tuyến tinh thần tự giác được nâng cao hơn,tốt
hình thức học khá ổn so với trên lớp,tốt
hình thức học và thi online có thể không đánh giá chính xác năng lực của sinh viên,tệt
Hình thức nào cũng có ưu và nhược điểm và tuỳ vào mỗi người cảm nhận ạ,bình thường
hình thức thi online có thể đánh giá không chính xác năng lực của sinh viên,tệ
hình thức thi online có thể không đánh giá chính xác chất lượng của sinh viên,tệ
Hoàn toàn đồng ý với cách giảng dạy của sinh viên,không liên quan
Học,không liên quan
Học,không liên quan
"Học dễ hiểu, dễ làm bài học off khiến mình tập trung nhiều hơn ít bị chi phối",tốt
học dễ mất kết nối,tệ
học hiểu bài,tốt
học ở nhà khó tập trung hơn ở trên lớp,tốt
Học off đi ạ,tệ
Học ol thì kết quả tốt hơn học ở trên lớp mỗi tội kiến thức thì hơi khó tiếp thu do đã quen với việc học trên lớp,tốt
Học onl chiếm 50%,không liên quan
học onl dễ tiếp thu ,tốt
Học onl điểm cao hơn trên lớp,tốt
"học onl hay mất wifi, mất kết nối, ",tệ
Học onl không hiểu quả bằng học off,tệ
Học onl mạng hay chập chờn gây khó khăn cho việc học,rất tệ
"học onl nên chọn ra những giảng viên có tâm và có tầm, k nên chọn những giảng viên không nhiệt tình, không có chuyên môn như NMHT gây mất chất lượng ",rất tệ
Học onl nhiều điểm không thể rõ ràng bằng học off,tệ
Học onl phù hợp với tình hình dịch bệnh hiện nay ,tốt
Học onl thì không tương tác trao đổi nhiều được với mọi người,tệ
"Học onl với em rất ổn , trường có thể nào cho học onl hết năm nay luôn cũng được",rất tốt
học online cũng đạt kết quả khá tốt so với học trên lớp ạ,tốt
"học online đã khó rồi, còn khắc khe trong giảng dạy quá",rất tệ
học online dễ dàng hơn,tốt
học online dễ hiểu,tốt
Học online dễ tiếp thu hơn học tại lớp ,tốt
Học online dễ tiếp thu vì sinh viên có thể xem đi xem lại nhiều lần để hiểu bài,tốt
Học online điểm được cải thiện rất nhiều,rất tốt
Học online điểm khá thấp,tệ
Học online điểm khá thấp so với học offline,tệ
Học online điểm khá thấp so với học offline,tệ
Học online điểm khá thấp so với học offline,tệ
Học online giúp em dễ dàng quản lí thời gian và tập trung hơn khi đến lớp học.,tốt
Học online giúp sinh viên nghòe có thể riêpa tục học,tôt
học online hiệu quả hơn,tốt
học online hiệu quả hơn,tốt
Học online hiệu quả hơn ạ,tốt
"học online k bị bó buộc bởi thời gian và địa điểm học , tiết kiệm được chi phí đi lại ",rất tốt
"học online k bị bó buộc bởi thời gian và địa điểm học , tiết kiệm được chi phí đi lại ",rất tốt
học online kết quả tốt hơn vì có nhiều thời gian tìm hiểu môn học nhiều hơn,rất tốt
học online khá tiện lợi nhưng lượng kiến thức sinh viên nắm được không bằng học trực tiếp,bình thường
học online khá tiện lợi nhưng lượng kiến thức sinh viên nắm được không bằng học trực tiếp,bình thường
Học online khó tiếp cận bài học ,tệ
Học online khó tiếp thu ,tệ
Học online khó tiếp thu ,tệ
Học online khó tiếp thu hơn học offline,tệ
học online khó tiếp thu kiến thức hơn so với hình thức học trực tiếp tại trường,tệ
học online linh động hơn và tiết kiệm chi phí hơn,tốt
Học online nên tăng cường các buổi nhỏ lẻ để dễ tiếp thu khi tiếp xúc quá nhiều qua màn ảnh đồng thời cũng từ đó giảm bớt lượng sinh viên mỗi buổi để GV theo dõi được học sinh của mình. ,tệ
Học online nên tăng cường các buổi nhỏ lẻ để dễ tiếp thu khi tiếp xúc quá nhiều qua màn ảnh đồng thời cũng từ đó giảm bớt lượng sinh viên mỗi buổi để GV theo dõi được học sinh của mình. ,tệ
Học online nên tăng cường các buổi nhỏ lẻ để dễ tiếp thu khi tiếp xúc quá nhiều qua màn ảnh đồng thời cũng từ đó giảm bớt lượng sinh viên mỗi buổi để GV theo dõi được học sinh của mình. ,tệ
Học online phù hợp cho những bạn có khả năng tự học,tốt
"học online rất hiệu quả và thành tích tốt hơn, dễ hiểu,...",rất tốt
"học online rất hiệu quả và thành tích tốt hơn, dễ hiểu,...",rất tốt
"học online rất hiệu quả và thành tích tốt hơn, dễ hiểu,...",rất tốt
học online rất lợi và không có nhược điểm,rất tốt
học online rất thuận tiện,rất tốt
học online rất tiện ích và không có nhược điểm,rất tốt
Học online rất tốt ,rất tốt
học online rất tốt ,rất tốt
"Học online rất tốt cho sinh viên, giupa sinh viên bớt khó khăn với cuộc sống cơm áo gạo tiền và cho sinh viên có  cơ hội  giúp đỡ gia đình và vừa học tại nhà",rất tốt
"Học online rất vui, bổ ích...",rất tốt
Học online sẽ đánh giá chuẩn thành tích của từng sinh viên,rất tốt
Học online sẽ hạn chế tieeso xúc nhiều người nhưng chúng e vẫn tiếp thu bài được ạ,rất tốt
"Học online sẽ thoải mái hơn về không gian cũng như thời gian, nhược điểm là tương tác với giao viên bị hạn chế hơn ở trên lớp, kết quả thì vẫn như nhau thôi ạ vì đại học là phụ thuộc vào ý thức học của mỗi người ạ!!",bình thường
Học online thoải mái dễ hiểu điểm cao hơn so với học trực tiếp,rất tốt
Học online tiện và vui nhưng hiệu quả nên lên lớp,rất tốt
Học online tiếp thu hiệu quả hơn so với học trực tuyến,rất tốt
Học online tiếp thu hiệu quả hơn so với học trực tuyến,rất tốt
Học online tiếp thu tốt hơn ,rất tốt
học online tốt hơn cho sinh viên,rất tốt
học online trên nền tảng khác,tệ
Học online trong thời dịch là phương pháp hiệu quả,rất tốt
Học online trong thời dịch thuận tiện hơn. ,rất tốt
học quốc phòng onl để đỡ cực những sinh viên học khu a và b đỡ cực,rất tốt
Học tập tốt giáo viên giảng dạy nhiệt tình,rất tốt
Học tập tốt giáo viên giảng dạy nhiệt tình,rất tốt
"HỌC tiện lợi hay, ",rất tốt
"Học trên lớp sẽ dễ tiếp thu được bài học cũng như là tích luỹ được nhiều hơn các kinh nghiệm, kiến thức.",rất tốt
học trên lớp sẽ hiệu quả hơn ,rất tốt
Học trên trường hiểu quả hơn ,rất tốt
Học trực tiếp hiệu quả hơn,rất tốt
Học trực tiếp tại trường lớp sẽ giúp cho sinh trang bị kiến thức và học được nhiều thứ hơn,rất tốt
Học vui ạ ,rất tốt
Hơi khó khăn trong việc tiếp thu,tệ
htgds,không liên quan
Internet không ổn định,bình thường
K co,bình thường
k co,bình thường
K co,bình thường
K co,bình thường
k có,bình thường
K có,bình thường
k có,bình thường
k có,bình thường
k có,bình thường
K có,bình thường
K có,bình thường
k có,bình thường
K có,bình thường
K có,bình thường
k có,bình thường
k có,bình thường
K có,bình thường
K có,bình thường
K có,bình thường
k có,bình thường
k có,bình thường
k có,bình thường
K có,bình thường
k có,bình thường
k có ạ,bình thường
k có ạ,bình thường
k có ạ,bình thường
k có ý kiến,bình thường
K có ý kiến,bình thường
K có ý kiến,bình thường
K có ý kiến,bình thường
K có ý kiến,bình thường
k có ý kiến ,bình thường
K có ý kiến ạ ,bình thường
K ý kiến,bình thường
K ý kiến,bình thường
k ý kiến ,bình thường
kc,bình thường
kc,bình thường
kco,bình thường
Kéo dài mỗi môn,không liên quan
Kết hợp online offline,bình thường
kết quả chắc sẽ không tốt bằng học off,bình thường
kết quả chắc sẽ không tốt bằng học off,bình thường
Kết quả dựa trên tinh thần tự học,bình thường
kết quả học onl luôn đạt thành tích tốt,tốt
kết quả học onl luôn đạt thành tích tốt,tốt
kết quả học onl luôn đạt thành tích tốt,tốt
Kết quả học taapk so với học trực tiếp có kết quả tốt hơn,rất tốt
Kết quả học tập khả quan hơn khi học trực tiêp ở lớp,rất tốt
kết quả học tập tốt,rất tốt
kết quả học tập tốt hơn,rất tốt
kết quả học tập tốt hơn so với tại lớp ,rất tốt
kết quả học tập tốt hơn so với trực tuyến,rất tốt
kết quả học tập tương đối ổn,tốt
kết quả học tập tương đổi ổn,tốt
Kết quả học tương đối giống với học trực tiếp trên lớp,tốt
Kết quả khả quan hơn khi học trực tiếp tại lớp,tốt
Kết quả không được tốt bằngkhi học trên lớp,bình thường
"kết quả ổn hơn, quản lý được thời gian",tốt
Kết quả so với học tại lớp cao hơn,tốt
Kết quả thấp hơn so với học trực tiếp,tệ
Kết quả thấy ổn hơn khi học offline,tốt
kết quả tốt,tốt
kết quả tốt,tốt
kết quả tốt,tốt
ket qua tot hon,rất tốt
kết quả tốt hơn,rất tốt
kết quả tốt hơn,rất tốt
Kết quả tốt hơn học offline ,rất tốt
Kết quả tốt hơn học tại lớp ,rất tốt
kết quả tốt so với học trực tiếp,rất tốt
Kết quả trên mức mong đợi,rất tốt
kh,bình thường
kh,bình thường
Kh,bình thường
KH,bình thường
kh,bình thường
kh ạ,bình thường
Kh có,bình thường
Kh có,bình thường
kh có,bình thường
kh có,bình thường
Kh có ạ,bình thường
Kh có đề cương,tệ
Kh có ý kiến,bình thường
Khác ,không liên quan
Khi học online thì rất nhiều ưu điểm và rất ít khuyết điểm. Và quan trọng khi học online là an toàn về sức khỏe,bình thường
Khó hiểu,tệ
khó khăn về đường truyền,tệ
Khó tiếp thu hơn trực tiếp. Do đó cần giảng viên đặt thêm nhiều câu hỏi củng cố hơn. Giảng viên cũng nên cân nhắc độ dài và độ khó của đề kiểm tra khi học trực tuyến.,rất tệ
khó tiếp thu với không giao tiếp với nhiều bạn bè hơn tại trường,bình thường
"Khó trao đổi, chỉ dẫn bài tập",tệ
khó tương tác,tệ
Khôbg,bình thường
Khồn,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
Khong,bình thường
khong,bình thường
Khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
Khong,bình thường
Khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
Khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
Khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
khong,bình thường
Khong,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
KHÔNG,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
KHÔNG,bình thường
Không,bình thường
Không,bình thường
KHÔNG,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
KHÔNG,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
KHÔNG,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
KHÔNG,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
KHÔNG,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
KHÔNG,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
KHÔNG,bình thường
không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
không,bình thường
không,bình thường
KHÔNG,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
không,bình thường
không,bình thường
KHÔNG,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
Không,bình thường
